id,danjia,zongjia,quyu,xiaoqu,huxing,louceng,jianmian,jiegou,taoneimianji,jianzhuleixing,chaoxiang,jianzhujiegou,zhuangxiu,tihubili,dianti,chanquan,guapaishijian,jiaoyiquanshu,shangcijiaoyi,fangwuyongtu,fangwunianxian,chanquansuoshu,diyaxinxi,create_time
108400320213,24126,218万,番禺 市桥东,东华花园,3室2厅1厨2卫,高楼层 (共6层),90.36㎡,平层,81.61㎡,板楼,西南,钢混结构,精装,一梯四户,无,70年,2019-03-20,商品房,2013-12-02,普通住宅,满五年,非共有,无抵押,2020-01-16 15:09:03
108400726820,17379,175万,白云 人和,嘉汇城,3室2厅1厨1卫,高楼层 (共9层),100.7㎡,平层,暂无数据,塔楼,东,未知结构,精装,一梯四户,暂无数据,70年,2019-10-07,商品房,2019-01-24,普通住宅,未满两年,共有,有抵押 50万元,2020-01-16 15:09:04
108400304971,38255,348万,番禺 汉溪,锦绣香江花园紫荆园,2室2厅1厨2卫,高楼层 (共8层),90.97㎡,复式,77.16㎡,塔楼,东,钢混结构,简装,一梯四户,有,70年,2019-03-13,商品房,2009-05-06,普通住宅,满五年,非共有,无抵押,2020-01-16 15:09:05
108400611917,17048,138万,花都 旧区,东骏花园,2室2厅1厨1卫,低楼层 (共8层),80.95㎡,平层,暂无数据,塔楼,北,钢混结构,简装,一梯四户,有,70年,2019-08-14,商品房,2014-06-19,普通住宅,满五年,共有,无抵押,2020-01-16 15:09:06
108400192080,24588,173万,番禺 亚运大道中,盛恒家园,2室2厅1厨1卫,高楼层 (共11层),70.36㎡,平层,55.77㎡,塔楼,南,钢混结构,精装,一梯四户,有,70年,2018-12-23,商品房,2017-09-11,普通住宅,满两年,非共有,无抵押,2020-01-16 15:09:08
108400914096,7030,63万,花都 旧区,华南商住小区,3室2厅1厨1卫,中楼层 (共9层),89.62㎡,平层,暂无数据,塔楼,南,混合结构,简装,一梯两户,无,70年,2019-12-31,商品房,2019-12-31,普通住宅,未满两年,非共有,无抵押,2020-01-16 15:09:10
108400849832,29659,60万,海珠 金碧,晓港湾惠侨苑,1室0厅1厨1卫,高楼层 (共9层),20.23㎡,暂无数据,17.86㎡,塔楼,南,钢混结构,简装,一梯八户,无,70年,2019-12-03,商品房,2012-07-18,普通住宅,满五年,非共有,有抵押 13万元 客户偿还,2020-01-16 15:09:11
108400196718,26285,240万,南沙 南沙区府,万科府前一号,3室2厅1厨1卫,高楼层 (共28层),91.31㎡,平层,71.73㎡,塔楼,南,钢混结构,精装,两梯四户,有,70年,2018-12-26,商品房,2014-07-23,普通住宅,满五年,共有,有抵押 30万元 业主自还,2020-01-16 15:09:12
108400544511,57271,410万,越秀 黄花岗,波尔多庄园,2室1厅1厨1卫,中楼层 (共22层),71.59㎡,平层,56.92㎡,塔楼,东北,钢混结构,精装,两梯十二户,有,70年,2019-07-13,商品房,2010-11-09,普通住宅,满五年,非共有,有抵押 50万元 中国银行 业主自还,2020-01-16 15:09:13
108400570464,31967,262万,荔湾 龙溪,保利公园九里,2室1厅1厨1卫,低楼层 (共32层),81.96㎡,平层,64.18㎡,塔楼,南,钢混结构,精装,两梯五户,有,70年,2019-07-25,商品房,2017-05-01,普通住宅,满两年,非共有,有抵押 98万元,2020-01-16 15:09:14
108400839659,25505,139万,白云 机场路,晓景苑,2室1厅1厨1卫,低楼层 (共9层),54.5㎡,平层,暂无数据,塔楼,东,钢混结构,精装,一梯三户,无,70年,2019-11-29,商品房,2001-04-06,普通住宅,满五年,共有,无抵押,2020-01-16 15:09:15
108400506457,14933,125万,黄埔 开发东区,宏康花园一期,3室2厅1厨1卫,中楼层 (共9层),83.71㎡,平层,72.93㎡,板楼,北,钢混结构,精装,一梯九户,无,70年,2019-06-24,商品房,1998-05-23,普通住宅,满五年,非共有,无抵押,2020-01-16 15:09:16
108400830526,27660,260万,黄埔 香雪,越秀岭南雅筑,3室1厅1厨1卫,高楼层 (共31层),94㎡,平层,76.04㎡,塔楼,南,钢混结构,精装,两梯六户,有,70年,2019-11-25,商品房,2017-11-06,普通住宅,满两年,非共有,有抵押 80万元 80多万欠款,2020-01-16 15:09:17
108400844898,23301,120万,番禺 大石,富丽家园东发楼,2室1厅1厨1卫,中楼层 (共8层),51.5㎡,平层,44.32㎡,塔楼,东南,钢混结构,简装,一梯八户,无,70年,2019-12-01,商品房,2017-06-20,普通住宅,满两年,非共有,无抵押,2020-01-16 15:09:18
108400142842,16686,146万,增城 白江,新康花园,3室2厅1厨1卫,中楼层 (共6层),87.5㎡,暂无数据,76.66㎡,板楼,南,钢混结构,简装,一梯两户,无,70年,2018-11-13,商品房,2006-06-21,普通住宅,满五年,非共有,有抵押 20万元 工商 业主自还,2020-01-16 15:09:20
108400870765,20296,188.5万,南沙 金洲,丰庭花园,3室2厅1厨1卫,低楼层 (共10层),92.88㎡,平层,暂无数据,板楼,东南,钢混结构,精装,一梯两户,有,70年,2019-12-11,商品房,2016-07-07,普通住宅,满两年,非共有,有抵押 60万元 公积金中心 业主自还,2020-01-16 15:09:21
108400677812,49981,375万,越秀 五羊新城,东兴南小区,3室1厅1厨1卫,中楼层 (共9层),75.03㎡,平层,67.79㎡,塔楼,南,钢混结构,简装,一梯六户,有,70年,2019-09-13,商品房,2013-06-29,普通住宅,满五年,共有,无抵押,2020-01-16 15:09:22
108400787910,54714,585万,越秀 杨箕,顺景大厦,3室2厅1厨1卫,高楼层 (共30层),106.92㎡,平层,暂无数据,塔楼,西北,钢混结构,简装,三梯八户,有,70年,2019-11-04,商品房,2006-12-12,普通住宅,满五年,非共有,无抵押,2020-01-16 15:09:23
108400737217,34223,268万,荔湾 坑口,四季花园,2室1厅1厨1卫,低楼层 (共18层),78.31㎡,平层,64.54㎡,塔楼,西北,框架结构,简装,两梯六户,有,70年,2019-10-12,商品房,2008-09-28,普通住宅,满五年,非共有,无抵押,2020-01-16 15:09:24
108400595352,13328,125万,增城 中新镇,景新国际名城,3室2厅1厨1卫,高楼层 (共18层),93.79㎡,平层,72.49㎡,板塔结合,北,钢混结构,毛坯,两梯四户,有,70年,2019-08-06,商品房,2015-01-18,普通住宅,满两年,非共有,无抵押,2020-01-16 15:09:25
108400780430,39316,278万,天河 华景新城,加拿大花园,2室1厅1厨1卫,低楼层 (共25层),70.71㎡,平层,暂无数据,塔楼,西北,钢混结构,简装,三梯十二户,有,70年,2019-11-01,商品房,2017-03-24,普通住宅,满两年,非共有,无抵押,2020-01-16 15:09:27
108400874733,63929,358万,天河 华景新城,历德雅舍,1室1厅1厨1卫,中楼层 (共30层),56㎡,平层,暂无数据,塔楼,西北,钢混结构,简装,两梯四户,有,70年,2019-12-13,商品房,2007-06-05,普通住宅,满五年,非共有,无抵押,2020-01-16 15:09:28
108400394027,17656,97万,增城 白江,水电广场,2室1厅1厨1卫,低楼层 (共23层),54.94㎡,平层,40.56㎡,塔楼,南,钢混结构,简装,四梯二十户,有,70年,2019-04-26,商品房,2015-03-31,普通住宅,满两年,共有,有抵押 20万元,2020-01-16 15:09:29
108400737553,31130,137万,荔湾 周门,周门小区周门西街,2室1厅1厨1卫,高楼层 (共9层),44.01㎡,平层,40.14㎡,塔楼,南 西 北,钢混结构,精装,一梯六户,无,70年,2019-10-12,商品房,2013-03-19,普通住宅,满五年,共有,有抵押 28万元 工商银行 业主自还,2020-01-16 15:09:30
108400809822,42342,162万,海珠 广州大道南,翠馨华庭,2室1厅1厨1卫,中楼层 (共24层),38.26㎡,复式,暂无数据,塔楼,东南,钢混结构,简装,三梯二十六户,有,70年,2019-11-15,商品房,2016-07-28,普通住宅,满两年,非共有,有抵押 60万元,2020-01-16 15:09:31
108400926958,34546,190万,番禺 祈福新村,祈福缤纷汇,2室2厅1厨1卫,高楼层 (共33层),55㎡,平层,44.15㎡,塔楼,北,钢混结构,其他,三梯八户,有,70年,2020-01-06,商品房,2017-12-04,普通住宅,满两年,非共有,有抵押 业主自还,2020-01-16 15:09:32
108400921611,39740,110万,海珠 工业大道北,广船宿舍,2室1厅1厨1卫,中楼层 (共9层),27.68㎡,平层,25.01㎡,塔楼,东南,钢混结构,精装,一梯十六户,无,70年,2020-01-03,商品房,2014-06-18,普通住宅,满五年,非共有,无抵押,2020-01-16 15:09:33
108400639955,15746,139万,花都 旧区,美域华庭,2室2厅1厨1卫,中楼层 (共9层),88.28㎡,平层,74.09㎡,塔楼,南,钢混结构,精装,一梯四户,有,70年,2019-08-27,商品房,2011-05-30,普通住宅,满五年,非共有,无抵押,2020-01-16 15:09:35
108400653329,54868,620万,海珠 滨江东,世纪云顶雅苑,3室2厅1厨2卫,中楼层 (共32层),113㎡,平层,87.17㎡,塔楼,东北,钢混结构,精装,两梯四户,有,70年,2019-09-02,商品房,2011-11-08,普通住宅,满五年,非共有,有抵押 76万元 中国银行 客户偿还,2020-01-16 15:09:36
108400918719,17535,128万,南沙 进港大道,逸涛雅苑,3室2厅1厨2卫,中楼层 (共6层),73㎡,平层,暂无数据,塔楼,北 南,钢混结构,精装,一梯两户,暂无数据,70年,2020-01-02,商品房,2016-04-25,普通住宅,满两年,非共有,有抵押 30万元 客户偿还,2020-01-16 15:09:37
108400818314,36236,308万,黄埔 文冲,悦时代花园心悦湾,2室2厅1厨1卫,中楼层 (共33层),85㎡,平层,67.33㎡,塔楼,南,钢混结构,精装,两梯五户,有,70年,2019-11-19,商品房,2017-11-20,普通住宅,满两年,共有,有抵押 222万元 招商银行 业主自还,2020-01-16 15:09:38
108400732088,19312,129万,番禺 市桥,华侨城(番禺),2室1厅1厨1卫,中楼层 (共8层),66.8㎡,平层,55.47㎡,塔楼,东北,钢混结构,简装,一梯十户,无,70年,2019-10-10,商品房,2013-01-10,普通住宅,满五年,共有,无抵押,2020-01-16 15:09:39
108400897853,45052,330万,荔湾 陈家祠,裕兴苑,2室1厅1厨1卫,高楼层 (共9层),73.25㎡,平层,暂无数据,塔楼,东,钢混结构,简装,一梯八户,有,70年,2019-12-23,商品房,2016-08-09,普通住宅,满两年,非共有,无抵押,2020-01-16 15:09:41
108400796201,38172,319万,海珠 金碧,金碧花园第三金碧,2室2厅1厨1卫,高楼层 (共32层),83.57㎡,平层,68.84㎡,塔楼,北,钢混结构,精装,两梯六户,有,70年,2019-11-08,商品房,2005-05-17,普通住宅,满五年,非共有,无抵押,2020-01-16 15:09:42
108400865229,33899,220万,白云 同和,富和花园,2室1厅1厨1卫,中楼层 (共8层),64.9㎡,平层,暂无数据,塔楼,南 东南,钢混结构,精装,一梯四户,无,70年,2019-12-09,商品房,2016-11-08,普通住宅,满两年,非共有,有抵押 80万元,2020-01-16 15:09:44
108400841718,50037,138万,越秀 淘金,淘金北路,1室1厅0厨0卫,中楼层 (共8层),27.58㎡,平层,暂无数据,塔楼,北,钢混结构,简装,一梯四户,有,70年,2019-11-30,商品房,2017-03-20,普通住宅,满两年,非共有,有抵押 40万元 光大银行 业主自还,2020-01-16 15:09:45
108400826365,43927,443万,海珠 广州大道南,逸景翠园,3室1厅1厨2卫,低楼层 (共12层),100.85㎡,平层,86.65㎡,塔楼,南,钢混结构,精装,一梯六户,有,70年,2019-11-23,商品房,2019-12-08,普通住宅,未满两年,非共有,有抵押 180万元 客户偿还,2020-01-16 15:09:46
108400512901,36667,275万,黄埔 大沙地,金碧世纪花园,2室2厅1厨1卫,中楼层 (共17层),75㎡,平层,61.84㎡,板楼,北,钢混结构,简装,两梯六户,有,70年,2019-06-28,商品房,2017-06-07,普通住宅,满两年,非共有,有抵押 160万元,2020-01-16 15:09:47
108400746931,9104,114.5万,花都 旧区,地勘大院,4室2厅1厨1卫,低楼层 (共9层),125.77㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,一梯十一户,无,70年,2019-10-17,商品房,2017-06-01,普通住宅,满两年,非共有,有抵押 60万元 农行 客户偿还,2020-01-16 15:09:48
108400563025,17276,168万,增城 荔城增江,时代倾城(增城区),3室2厅1厨1卫,中楼层 (共26层),97.25㎡,平层,77.67㎡,塔楼,北,钢混结构,精装,两梯四户,有,70年,2019-07-21,商品房,2017-07-18,普通住宅,满两年,非共有,有抵押 102万元,2020-01-16 15:09:49
108400761712,23315,165万,番禺 钟村,锦绣生态园翠屏苑,2室2厅1厨1卫,中楼层 (共6层),70.77㎡,平层,63.31㎡,塔楼,西南,钢混结构,简装,一梯四户,无,70年,2019-10-23,商品房,2012-02-28,普通住宅,满五年,非共有,无抵押,2020-01-16 15:09:51
108400780285,28763,279万,黄埔 香雪,中海誉城北苑,3室2厅1厨1卫,中楼层 (共33层),97㎡,平层,76.89㎡,塔楼,东南,钢混结构,精装,两梯六户,有,70年,2019-11-01,商品房,2016-09-13,普通住宅,满两年,非共有,有抵押 60万元 工商银行 客户偿还,2020-01-16 15:09:52
108400583284,33890,648万,番禺 厦滘,珊瑚湾畔珊瑚天峰,4室2厅1厨2卫,中楼层 (共32层),191.21㎡,平层,162.4㎡,塔楼,南 北,钢混结构,精装,两梯两户,有,70年,2019-07-31,商品房,2016-10-18,普通住宅,满两年,非共有,无抵押,2020-01-16 15:09:53
108400691542,53412,980万,天河 棠下,骏景花园,4室2厅1厨2卫,低楼层 (共29层),183.48㎡,错层,148.57㎡,塔楼,南 北,钢混结构,精装,两梯三户,有,70年,2019-09-20,商品房,2001-03-22,普通住宅,满五年,非共有,无抵押,2020-01-16 15:09:54
108400699409,68264,550万,天河 天河公园,隽园,3室2厅1厨1卫,低楼层 (共31层),80.57㎡,平层,65.23㎡,塔楼,东北,钢混结构,精装,三梯八户,有,70年,2019-09-24,商品房,2006-11-13,普通住宅,满五年,共有,有抵押 44万元 中国建设银行 业主自还,2020-01-16 15:09:55
108400793641,38706,335万,白云 黄边,时代玫瑰园,3室2厅1厨1卫,高楼层 (共13层),86.55㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,两梯七户,有,70年,2019-11-07,商品房,2018-06-13,普通住宅,未满两年,非共有,无抵押,2020-01-16 15:09:56
108400734301,57659,850万,海珠 滨江东,珠江帝景苑克莱国际公寓灏景轩,4室2厅1厨2卫,低楼层 (共35层),147.42㎡,平层,124.61㎡,塔楼,东,钢混结构,精装,三梯八户,有,70年,2019-10-11,商品房,2006-10-13,普通住宅,满五年,非共有,无抵押,2020-01-16 15:09:57
108400812923,47004,400万,天河 五山,华南理工大学宿舍凤凰新村,3室1厅1厨1卫,中楼层 (共4层),85.1㎡,平层,76.9㎡,板楼,南,钢混结构,简装,一梯四户,无,70年,2019-11-16,房改房,2010-11-08,普通住宅,满五年,非共有,无抵押,2020-01-16 15:09:59
108400306630,46906,360万,天河 棠下,骏景花园,3室1厅1厨1卫,低楼层 (共19层),76.75㎡,平层,65.12㎡,塔楼,北,钢混结构,简装,两梯六户,有,70年,2019-03-13,商品房,2004-06-01,普通住宅,满五年,非共有,有抵押 15万元 中国工商银行,2020-01-16 15:10:00
108400708682,33912,450万,荔湾 龙溪,中铁荔湾国际城,4室1厅1厨2卫,高楼层 (共33层),132.7㎡,平层,105.12㎡,塔楼,北,钢混结构,精装,两梯五户,有,70年,2019-09-28,商品房,2016-04-16,普通住宅,满两年,非共有,有抵押 50万元 公积金 客户偿还,2020-01-16 15:10:01
108400671953,16364,90万,番禺 钟村,华丰大厦,3室1厅1厨1卫,高楼层 (共8层),55㎡,平层,暂无数据,塔楼,西,钢混结构,简装,一梯两户,无,70年,2019-09-11,商品房,2010-09-03,普通住宅,满五年,非共有,无抵押,2020-01-16 15:10:02
108400933640,36055,125万,荔湾 西关,宝华路(荔湾),2室1厅1厨1卫,中楼层 (共7层),34.67㎡,平层,31㎡,塔楼,东南,钢混结构,其他,一梯七户,无,70年,2020-01-09,商品房,2017-09-21,普通住宅,满两年,非共有,有抵押 60万元 农业银行 业主自还,2020-01-16 15:10:04
108400930566,18815,204.8万,增城 荔城西区,锦绣御景国际二期,3室2厅1厨2卫,中楼层 (共27层),108.85㎡,平层,92.75㎡,塔楼,南,钢混结构,其他,两梯六户,有,70年,2020-01-08,商品房,2016-03-08,普通住宅,满两年,非共有,无抵押,2020-01-16 15:10:05
108400683031,24200,204万,番禺 桥南,金业花园,3室2厅1厨2卫,低楼层 (共6层),84.3㎡,平层,76.46㎡,板楼,东南,钢混结构,简装,一梯两户,无,70年,2019-09-16,商品房,2014-04-02,普通住宅,满五年,共有,有抵押 40万元,2020-01-16 15:10:06
108400788658,23990,190万,番禺 祈福新村,祈福新村湖景居,3室2厅1厨1卫,中楼层 (共4层),79.2㎡,平层,79.2㎡,板楼,北,钢混结构,简装,一梯一户,无,70年,2019-11-05,商品房,2012-05-30,普通住宅,满五年,共有,无抵押,2020-01-16 15:10:07
108400554907,29179,213万,番禺 亚运城,亚运城媒体南村,2室1厅1厨1卫,中楼层 (共18层),73㎡,平层,56.33㎡,塔楼,南,钢混结构,简装,两梯四户,有,70年,2019-07-18,商品房,2012-07-10,普通住宅,满五年,共有,有抵押 60万元 自己还,2020-01-16 15:10:09
108400875965,19589,180万,番禺 市桥,星海园,3室1厅1厨1卫,中楼层 (共7层),91.89㎡,平层,87.2㎡,塔楼,南,钢混结构,精装,一梯两户,无,70年,2019-12-14,商品房,2017-06-21,普通住宅,满两年,共有,有抵押 70万元,2020-01-16 15:10:10
108400824246,17896,182万,番禺 大石,富丽家园富丽广场,2室1厅1厨1卫,高楼层 (共6层),101.7㎡,平层,85.6㎡,塔楼,东南,钢混结构,简装,一梯九户,无,70年,2019-11-22,商品房,2006-11-01,普通住宅,满五年,非共有,无抵押,2020-01-16 15:10:11
108400845672,13604,137万,从化 神岗镇,珠江壹城,3室2厅1厨2卫,中楼层 (共28层),100.71㎡,平层,77.51㎡,板塔结合,南,钢混结构,简装,两梯四户,有,70年,2019-12-02,商品房,2019-08-09,普通住宅,未满两年,共有,有抵押 40万元 50 客户偿还,2020-01-16 15:10:12
108400636303,37123,320万,黄埔 黄埔区府,黄埔花园,2室2厅1厨1卫,中楼层 (共18层),86.2㎡,平层,70.3㎡,塔楼,东北,钢混结构,精装,两梯六户,有,70年,2019-08-25,商品房,2015-03-15,普通住宅,满两年,共有,无抵押,2020-01-16 15:10:13
108400700484,63571,605万,越秀 淘金,华侨新村团结路,4室1厅1厨2卫,低楼层 (共7层),95.17㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,一梯一户,无,70年,2019-09-24,商品房,2017-10-30,普通住宅,满两年,非共有,有抵押 100万元 建设银行 客户偿还,2020-01-16 15:10:15
108400725283,74502,968万,天河 珠江新城西,星汇园,3室1厅1厨2卫,中楼层 (共32层),129.93㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯六户,有,70年,2019-10-06,商品房,2013-03-16,普通住宅,满五年,非共有,无抵押,2020-01-16 15:10:16
108400835771,36427,305万,海珠 滨江中,滨江新城市花园,3室2厅1厨2卫,中楼层 (共28层),83.73㎡,平层,暂无数据,塔楼,东北,钢混结构,简装,两梯八户,有,70年,2019-11-27,商品房,2014-07-28,普通住宅,满五年,共有,有抵押 80万元,2020-01-16 15:10:17
108400458185,31035,360万,番禺 南浦,锦绣半岛金月湾,3室2厅1厨2卫,中楼层 (共32层),116㎡,平层,94.43㎡,塔楼,东北,钢混结构,精装,三梯四户,有,70年,2019-05-31,商品房,2015-10-09,普通住宅,满两年,非共有,无抵押,2020-01-16 15:10:18
108400926140,30481,240万,白云 金沙洲,深业江悦湾,2室2厅1厨1卫,低楼层 (共26层),78.74㎡,平层,暂无数据,塔楼,东北,钢混结构,精装,三梯六户,有,70年,2020-01-05,商品房,2017-08-24,普通住宅,满两年,共有,有抵押 50万元,2020-01-16 15:10:19
108400472733,37265,395万,海珠 工业大道中,保利花园,3室2厅1厨2卫,中楼层 (共23层),106㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,70年,2019-06-07,商品房,1999-12-10,普通住宅,满五年,非共有,无抵押,2020-01-16 15:10:20
108400304188,22465,210万,增城 沙村,新塘新世界花园万象苑,3室2厅1厨1卫,中楼层 (共18层),93.48㎡,平层,76.09㎡,塔楼,东北,钢混结构,精装,两梯四户,有,70年,2019-03-12,商品房,2009-07-24,普通住宅,满五年,共有,有抵押 100万元 客户偿还,2020-01-16 15:10:22
108400754725,43129,386万,荔湾 大坦沙,花语水岸,3室1厅1厨2卫,中楼层 (共26层),89.5㎡,平层,73.03㎡,塔楼,北,钢混结构,精装,十二梯六户,有,70年,2019-10-20,商品房,2018-06-21,普通住宅,未满两年,共有,有抵押 100万元,2020-01-16 15:10:23
108400913387,20258,115万,增城 新塘北,锦绣天伦花园,1室1厅1厨1卫,低楼层 (共18层),56.77㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯六户,有,70年,2019-12-30,商品房,2015-03-03,普通住宅,满两年,非共有,有抵押 25万元 农业银行 客户偿还,2020-01-16 15:10:24
108400662606,21620,173万,白云 新市,新市花园一期,3室1厅1厨1卫,中楼层 (共9层),80.02㎡,平层,72.58㎡,塔楼,东南,钢混结构,简装,一梯十二户,无,70年,2019-09-06,商品房,2008-05-06,普通住宅,满五年,共有,有抵押 20万元 业主自还,2020-01-16 15:10:25
108400908165,29566,238万,番禺 南浦,广州碧桂园康苑,2室1厅1厨1卫,高楼层 (共6层),80.5㎡,平层,暂无数据,塔楼,东 东南,钢混结构,简装,一梯四户,无,70年,2019-12-28,商品房,1999-09-19,普通住宅,满五年,非共有,无抵押,2020-01-16 15:10:26
108400398330,56098,230万,越秀 东风东,东风东路,2室2厅1厨1卫,低楼层 (共9层),41㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯五户,无,70年,2019-04-28,商品房,2016-06-15,普通住宅,满两年,非共有,有抵押 100万元 客户偿还,2020-01-16 15:10:27
108400857524,25295,176万,白云 新市,汇侨新城北区,2室1厅1厨1卫,低楼层 (共17层),69.58㎡,平层,56.92㎡,塔楼,南,钢混结构,精装,两梯十二户,有,70年,2019-12-06,商品房,2013-06-15,普通住宅,满五年,非共有,无抵押,2020-01-16 15:10:28
108400599229,39341,315万,天河 龙洞,保利林海山庄,2室1厅1厨1卫,低楼层 (共10层),80.07㎡,平层,70.14㎡,塔楼,南,钢混结构,简装,一梯四户,无,70年,2019-08-08,商品房,2012-05-23,普通住宅,满五年,共有,有抵押 100万元,2020-01-16 15:10:30
108400505143,19057,101万,增城 凤凰城,碧桂园凤凰城凤晴苑,1室1厅1厨1卫,中楼层 (共28层),53㎡,平层,暂无数据,塔楼,东,钢混结构,精装,七梯三十七户,有,70年,2019-06-23,商品房,2017-06-30,普通住宅,满两年,非共有,有抵押 50万元,2020-01-16 15:10:31
